LN_IC50,Gene Expression,Copy Number Alterations (CNA),Methylation,TARGET,TARGET_PATHWAY,DRUG_NAME_x,CELL_LINE_NAME,TCGA_DESC,"Cancer Type
(matching TCGA label)","GDSC
Tissue descriptor 1","GDSC
Tissue
descriptor 2",Screen Medium,Growth Properties
5.426602,1,1,1,11,10,228,549,14,14,11,10,0,0
2.032167,0,1,1,54,8,161,493,25,25,8,20,0,2
2.841805,1,1,1,77,3,79,701,6,6,4,14,1,0
1.702323,1,1,1,22,1,232,386,3,3,1,6,0,0
6.138401,1,1,1,162,16,130,220,29,29,16,9,0,0
5.116244,1,1,1,72,4,224,4,2,2,16,1,1,0
1.760799,1,1,1,13,15,244,189,7,7,9,0,0,2
5.733286,1,1,1,40,2,18,305,6,6,4,14,1,0
5.331216,1,1,1,164,22,238,179,26,26,14,25,0,0
3.998411,1,1,1,62,9,76,386,3,3,1,6,0,0
4.092227,1,1,1,56,8,198,457,16,16,7,17,0,0
4.316376,1,1,1,22,1,232,526,16,16,7,17,1,0
-3.95314,1,1,1,98,16,77,267,25,25,8,20,1,2
5.240696,1,1,1,89,16,177,488,30,30,7,18,1,0
4.440914,1,1,1,34,3,32,70,2,2,16,1,0,0
6.26515,1,1,1,62,9,76,573,11,11,3,13,1,0
5.859494,1,1,0,171,19,143,290,26,26,14,25,0,0
2.232922,1,1,0,24,1,3,133,9,9,11,10,0,0
4.891143,1,1,1,86,16,38,670,26,26,14,25,0,0
3.018965,0,1,0,4,18,8,756,27,27,2,33,1,0
1.689737,1,1,1,124,20,31,69,10,10,0,12,0,0
4.661378,1,1,1,171,19,143,208,3,3,1,6,1,0
4.311031,1,1,1,156,16,235,626,27,27,2,33,1,0
0.005777,1,1,1,50,16,1,311,20,20,10,27,1,2
-4.668505,1,1,1,136,2,36,287,5,5,9,23,1,2
5.919547,1,1,1,174,20,148,767,9,9,11,10,0,0
2.249693,1,1,1,34,3,34,11,28,28,15,34,1,0
1.52562,1,1,1,111,18,157,149,2,2,16,1,1,0
1.665336,1,1,1,166,7,147,622,11,11,3,13,0,0
6.889906,1,1,1,179,1,123,424,23,23,13,31,1,0
5.881337,1,1,1,134,18,56,679,21,21,12,28,0,0
6.016105,1,1,1,158,17,80,35,23,23,13,31,1,0
4.843895,1,1,1,82,14,5,462,16,16,7,17,1,0
3.504141,1,1,1,164,22,144,686,7,7,9,0,1,2
0.124566,1,1,1,96,4,55,165,16,16,7,17,1,0
6.117068,1,1,1,102,23,155,110,25,25,8,20,1,0
-0.591477,1,1,1,26,1,159,356,9,9,11,10,0,0
6.21791,1,1,1,151,18,125,182,27,27,2,33,0,0
1.981835,1,1,0,25,1,152,310,20,20,10,27,1,2
1.639712,1,1,1,173,20,58,332,8,8,0,29,1,0
4.719474,1,1,1,45,2,142,651,10,10,0,12,0,0
4.171396,1,1,1,158,17,173,773,22,22,16,30,0,0
6.106735,1,1,1,155,16,109,452,16,16,7,17,1,0
4.124886,1,1,1,30,5,158,158,3,3,1,6,1,0
4.686716,1,1,1,127,18,7,688,9,9,11,10,1,0
2.601533,1,1,1,0,16,245,149,2,2,16,1,1,0
5.776114,1,1,1,112,14,246,220,29,29,16,9,0,0
4.564823,1,1,1,54,8,104,511,19,19,6,26,1,0
1.706016,1,1,1,123,10,160,260,20,20,10,27,1,2
2.151609,1,1,1,7,18,27,198,16,16,7,17,1,0
5.099361,1,1,1,151,18,125,410,14,14,11,10,0,0
4.630064,1,1,1,91,17,118,699,27,27,2,33,0,2
1.999441,1,1,1,117,14,67,425,26,26,14,25,0,0
3.51331,1,1,1,62,9,75,764,20,20,10,27,1,1
1.662906,1,1,1,18,16,62,234,10,10,0,12,0,0
3.28359,1,1,1,80,16,108,33,1,1,5,21,1,2
4.745426,1,1,1,164,22,144,557,22,22,16,30,0,0
5.241275,1,1,1,15,7,61,157,8,8,0,29,0,0
4.590892,1,1,1,74,22,189,572,20,20,10,27,1,2
5.742872,1,1,1,162,16,130,783,26,26,14,25,1,0
4.229053,1,1,1,139,2,50,710,7,7,9,0,1,2
1.176409,1,1,1,42,2,52,515,19,19,6,26,1,0
0.8109,1,1,1,129,18,66,669,26,26,14,25,1,0
2.46616,1,1,1,93,17,10,728,22,22,16,30,0,0
5.300838,1,1,1,118,17,99,440,11,11,3,13,1,0
2.103305,1,1,1,123,10,187,663,6,6,4,14,1,0
4.8247,1,1,1,21,1,237,203,3,3,1,6,1,0
1.147095,1,1,1,147,16,243,142,25,25,8,20,0,0
3.693024,1,1,1,104,20,199,747,8,8,0,29,0,0
0.967938,1,1,1,85,12,110,242,6,6,4,14,0,0
3.827988,1,1,1,104,20,199,480,16,16,7,17,1,0
2.696965,1,1,1,11,10,227,76,3,3,1,6,0,0
5.040799,1,1,1,91,17,188,764,20,20,10,27,1,1
3.396713,1,1,1,7,18,91,198,16,16,7,17,1,0
2.848974,1,1,1,62,9,76,80,9,9,11,10,0,0
-3.208533,1,1,1,136,2,36,555,8,8,0,29,1,0
5.149127,1,1,1,126,14,95,671,26,26,14,25,0,0
3.339008,1,1,1,125,17,203,769,26,26,14,25,0,0
2.132387,1,1,1,67,4,100,282,20,20,10,11,0,2
1.436984,1,1,1,103,9,219,5,2,2,16,1,0,0
4.617689,1,1,1,154,4,223,79,23,23,13,31,1,0
6.642007,1,1,1,74,22,189,515,19,19,6,26,1,0
1.381856,1,1,1,75,3,236,468,25,25,8,20,0,2
2.320587,1,1,1,48,7,162,21,16,16,7,17,0,0
2.339712,1,1,1,79,19,212,672,26,26,14,25,1,0
1.751402,1,1,1,84,12,40,690,27,27,2,33,1,2
6.833945,1,1,1,179,1,123,304,29,29,16,9,0,0
3.487329,1,1,1,102,23,202,142,25,25,8,20,0,0
5.951581,1,1,1,58,4,2,324,9,9,11,10,0,0
-0.116394,1,1,1,84,12,39,176,7,7,9,0,1,2
1.496537,1,1,1,77,3,79,443,25,25,8,20,0,2
-0.463285,1,1,1,132,18,48,708,7,7,9,0,1,2
-2.176728,1,1,1,110,18,183,339,8,8,0,29,1,0
1.778651,1,1,1,183,18,13,591,1,1,5,21,1,2
1.147352,1,1,1,130,18,87,371,25,25,8,20,1,2
2.489601,1,1,1,61,9,192,301,21,21,12,28,1,0
2.27549,1,1,1,52,4,194,628,16,16,7,17,0,0
0.97522,1,1,1,165,7,129,741,8,8,0,29,0,0
-1.601349,1,1,1,18,16,62,260,20,20,10,27,1,2
4.119966,1,1,1,123,10,154,642,11,11,3,13,1,0
5.211806,1,1,1,33,5,107,601,16,16,7,17,1,0
1.709814,1,1,1,70,17,134,52,10,10,0,12,0,0
1.984232,1,1,1,105,20,60,631,6,6,4,14,0,0
-0.957826,1,1,1,44,2,23,379,7,7,9,0,1,2
4.518237,1,1,1,94,13,119,123,16,16,7,17,0,0
5.838031,1,1,1,47,19,133,702,6,6,4,14,1,2
0.574404,1,1,1,111,18,24,361,17,17,7,19,1,0
3.490057,1,1,1,84,12,90,356,9,9,11,10,0,0
1.928253,1,1,1,120,20,12,527,25,25,8,20,1,1
-4.476912,1,1,1,165,7,196,393,13,13,5,8,1,2
4.46717,1,1,1,151,18,125,91,13,13,5,8,0,2
3.820618,1,1,1,119,20,103,762,30,30,16,30,0,0
3.298081,1,1,1,54,8,14,372,25,25,8,20,1,2
0.76939,1,1,1,18,16,62,554,8,8,0,29,1,1
3.395386,1,1,1,78,3,165,758,22,22,16,30,0,0
4.84076,1,1,1,16,16,30,357,9,9,11,10,0,0
-0.140187,1,1,1,79,19,212,353,16,16,7,17,1,0
3.516288,1,1,1,164,22,238,347,26,26,14,25,0,0
2.789935,1,1,1,84,12,40,609,22,22,16,30,1,0
6.00756,1,1,1,74,22,189,181,9,9,11,10,0,0
2.585383,1,1,1,101,1,20,178,26,26,14,25,0,0
1.504733,1,1,1,103,9,219,689,29,29,16,9,0,0
-0.272813,1,1,1,42,2,52,191,14,14,11,10,0,0
2.941065,1,1,1,122,6,164,460,16,16,7,17,1,0
5.038376,1,1,1,127,18,7,491,25,25,8,20,0,2
3.489574,1,1,1,12,15,28,385,3,3,1,6,0,0
5.00152,1,1,1,29,9,171,355,17,17,7,19,1,0
5.089672,1,1,1,131,18,25,517,19,19,6,26,1,0
1.569491,1,1,1,55,8,26,673,26,26,14,25,1,0
4.090118,1,1,1,7,18,226,3,26,26,14,25,0,0
2.009437,1,1,1,7,18,226,492,17,17,7,19,1,0
3.990413,1,1,1,162,16,130,441,11,11,3,13,0,0
3.115649,1,1,1,32,5,16,447,16,16,7,17,0,1
0.498888,0,1,1,132,18,48,323,21,21,12,28,1,0
5.472354,1,1,1,78,3,165,511,19,19,6,26,1,0
2.726406,1,1,1,154,4,223,376,9,9,11,10,0,0
5.461744,1,1,1,179,1,123,256,26,26,14,25,0,0
6.70097,1,1,1,154,4,223,779,11,11,3,13,0,0
2.859399,1,1,1,31,5,120,349,10,10,0,12,0,0
-1.463084,1,1,1,42,2,51,536,16,16,7,17,0,0
3.679948,1,1,1,66,11,86,100,26,26,14,25,1,0
2.816177,1,1,1,65,11,211,305,6,6,4,14,1,0
5.038759,1,1,1,141,5,170,696,6,6,4,14,1,0
4.53874,1,1,1,68,6,92,180,14,14,11,10,0,0
4.606039,1,1,1,47,19,133,544,25,25,8,20,0,0
1.574809,1,1,1,54,8,161,18,7,7,9,0,1,2
2.539774,1,1,1,157,17,46,345,11,11,3,13,0,0
5.821632,1,1,1,151,18,125,392,4,4,16,7,0,0
1.841518,1,1,1,31,5,120,220,29,29,16,9,0,0
2.780669,1,1,1,158,17,173,606,10,10,0,12,1,0
4.350703,1,1,1,146,6,72,104,16,16,7,17,1,0
7.276836,1,1,1,19,16,0,468,25,25,8,20,0,2
2.141925,1,1,1,69,20,15,388,3,3,1,6,0,0
4.986484,1,1,1,16,16,30,334,8,8,0,29,1,0
2.90927,1,1,1,91,17,118,155,4,4,16,7,0,0
2.684916,1,1,1,32,5,169,191,14,14,11,10,0,0
6.231465,1,1,1,156,16,235,520,19,19,6,26,1,0
2.127775,1,1,1,137,4,101,333,8,8,0,29,1,0
4.003196,1,1,1,164,22,238,48,10,10,0,12,0,0
4.638157,1,1,1,55,8,131,250,23,23,13,31,0,0
-0.349224,1,1,1,54,8,14,81,6,6,4,14,1,0
0.066028,1,1,1,166,7,147,170,3,3,1,6,0,0
3.362797,1,1,1,18,7,145,735,2,2,16,1,0,0
2.534589,1,1,1,121,17,239,245,15,15,2,16,0,0
5.492603,1,1,1,156,16,235,44,30,30,7,18,0,0
-0.806633,1,1,1,177,2,140,707,7,7,9,0,1,2
2.448937,1,1,1,11,10,228,31,20,20,10,27,1,2
5.335661,1,1,1,134,18,56,476,16,16,7,17,1,0
0.111797,1,1,1,2,17,68,466,16,16,7,17,1,0
1.784026,1,1,1,100,4,89,754,7,7,9,0,1,2
5.839123,1,1,1,52,4,73,350,2,2,16,1,0,0
3.792943,1,1,1,31,5,120,67,30,30,7,18,0,0
1.636795,1,1,1,102,23,202,426,26,26,14,25,1,0
5.030187,1,1,1,138,22,241,508,19,19,6,26,1,0
5.753292,1,1,1,47,19,133,376,9,9,11,10,0,0
1.74372,1,1,1,6,18,141,287,5,5,9,23,1,2
2.992115,1,1,1,90,17,117,258,22,22,16,30,1,0
3.938093,1,1,1,52,4,73,406,12,12,5,4,1,2
3.754257,1,1,1,41,2,175,758,22,22,16,30,0,0
2.973641,1,1,1,151,18,125,219,3,3,1,6,0,0
1.885382,1,1,1,120,20,12,193,1,1,5,22,1,2
4.497953,1,1,1,184,13,71,295,1,1,5,22,1,2
7.666442,0,1,1,112,14,246,124,22,22,16,30,0,0
4.285807,1,1,1,99,17,94,110,25,25,8,20,1,0
3.135574,1,1,1,164,22,9,303,14,14,11,10,1,0
-4.119432,1,1,0,114,15,70,246,22,22,16,30,1,0
2.72666,1,1,1,61,9,192,465,16,16,7,17,1,0
3.806408,1,1,1,101,1,222,381,3,3,1,6,0,0
3.627396,1,1,1,61,9,225,265,19,19,6,26,0,0
1.68165,1,1,1,44,2,23,771,3,3,1,6,0,0
3.71364,1,1,1,20,3,33,388,3,3,1,6,0,0
6.146646,1,1,1,141,5,170,200,3,3,1,6,1,0
4.766599,1,1,1,10,10,122,107,25,25,8,20,1,2
2.821868,1,1,1,61,9,225,339,8,8,0,29,1,0
0.973273,1,1,1,132,18,48,690,27,27,2,33,1,2
-2.601806,1,1,1,17,7,81,363,26,26,14,25,1,1
6.319981,1,1,1,161,10,37,780,26,26,14,25,0,0
1.639775,0,1,0,130,18,87,756,27,27,2,33,1,0
-5.547894,1,1,1,113,15,233,507,19,19,6,26,1,0
-0.751864,1,1,1,42,2,52,704,6,6,4,14,1,0
5.20702,1,1,1,34,3,32,584,22,22,16,30,1,0
4.176348,1,1,1,156,16,235,39,11,11,3,13,0,0
0.745771,1,1,1,24,1,3,719,6,6,4,14,0,0
5.323882,1,1,1,3,16,126,132,9,9,11,10,0,0
5.116741,1,1,1,29,9,63,580,22,22,16,30,0,0
4.558005,1,1,1,101,1,138,652,10,10,0,12,0,0
2.995804,1,1,1,101,1,222,186,21,21,12,28,1,0
4.680672,1,1,1,19,16,0,206,3,3,1,6,1,0
1.443482,1,1,1,158,17,173,362,1,1,5,21,1,2
4.841829,0,1,0,184,13,71,581,22,22,16,30,0,0
0.563274,1,1,1,44,2,23,755,11,11,3,13,1,0
-1.537009,1,1,1,42,2,52,644,10,10,0,12,1,0
3.657417,1,1,1,171,19,143,52,10,10,0,12,0,0
3.663276,1,1,1,102,23,202,398,29,29,16,9,0,0
3.546812,1,1,1,78,3,165,326,13,13,5,8,1,2
5.085952,1,1,1,121,17,239,736,3,3,1,6,1,0
5.281389,1,1,1,118,17,99,503,19,19,6,26,1,0
4.274808,1,1,1,165,7,217,159,3,3,1,6,1,0
3.351487,1,1,1,123,10,160,282,20,20,10,11,0,2
4.492879,1,1,0,55,8,131,228,16,16,7,17,1,0
3.465103,1,1,1,127,18,213,151,3,3,1,6,1,2
5.114421,1,1,1,68,6,92,185,21,21,12,28,1,0
2.732031,1,1,1,136,2,36,143,25,25,8,20,0,0
1.458041,1,1,1,182,7,43,244,4,4,16,7,0,0
4.261299,1,1,1,29,9,191,338,8,8,0,29,1,0
3.372994,1,1,1,100,4,89,732,6,6,4,14,0,0
-2.224796,1,1,1,23,1,197,295,1,1,5,22,1,2
2.761769,1,1,1,54,8,14,161,20,20,10,23,0,1
5.20554,1,1,1,139,2,50,187,6,6,4,14,0,0
3.382137,1,1,1,105,20,60,590,22,22,16,30,1,0
-1.689207,1,1,1,91,17,188,564,12,12,5,4,0,2
4.378328,1,1,1,123,10,187,768,26,26,14,25,1,0
1.833575,1,1,1,54,8,82,82,1,1,5,22,1,2
5.684567,1,1,1,115,18,206,365,6,6,4,14,1,0
3.502274,1,1,1,64,11,85,754,7,7,9,0,1,2
2.006734,1,1,1,173,20,58,488,30,30,7,18,1,0
3.260637,1,1,1,84,12,39,395,26,26,14,25,1,0
3.903953,1,1,1,7,18,91,524,25,25,8,20,0,2
3.545068,1,1,1,100,4,89,63,26,26,14,25,0,0
5.284329,1,1,1,137,4,101,24,11,11,3,13,1,0
1.443917,1,1,1,75,3,236,441,11,11,3,13,0,0
-0.917678,1,1,1,143,19,137,289,13,13,5,8,0,2
2.287996,1,1,0,6,18,141,99,26,26,14,25,1,0
5.533366,1,1,1,167,23,139,385,3,3,1,6,0,0
-0.426406,1,1,1,61,9,192,177,26,26,14,25,1,0
5.916487,1,1,1,66,11,86,597,23,23,13,31,1,0
0.376186,1,1,1,11,10,22,406,12,12,5,4,1,2
1.585091,1,1,1,52,4,194,615,24,24,16,32,0,0
2.764903,1,1,1,124,20,31,730,2,2,16,1,0,0
0.82011,1,1,1,49,7,59,634,26,26,14,25,0,0
5.10327,1,1,1,102,23,155,697,15,15,2,16,1,0
5.799153,1,1,1,156,16,235,368,6,6,4,14,1,0
5.206775,1,1,1,184,13,71,213,6,6,4,14,1,0
2.323602,1,1,1,128,18,178,450,25,25,8,20,1,2
3.882205,1,1,1,41,2,185,77,3,3,1,6,0,0
2.478482,1,1,1,24,1,3,577,22,22,16,30,0,0
1.459413,1,1,1,158,17,173,130,18,18,11,24,0,0
3.85373,1,1,1,63,9,230,6,2,2,16,1,0,0
6.771216,1,1,1,139,16,98,667,16,16,7,17,0,0
1.688486,1,1,1,127,18,213,504,19,19,6,26,1,0
5.763621,1,1,1,123,10,154,253,15,15,2,16,0,0
4.450993,1,1,1,49,7,59,198,16,16,7,17,1,0
2.186854,1,1,1,162,16,130,743,8,8,0,29,0,0
4.384877,1,1,1,146,6,72,32,28,28,15,34,0,0
2.670621,1,1,1,22,1,232,652,10,10,0,12,0,0
5.777513,1,1,1,115,18,206,141,25,25,8,20,0,0
3.31939,1,1,1,22,1,232,531,17,17,7,19,1,0
3.387122,1,1,1,41,2,175,623,11,11,3,13,0,0
6.585863,1,1,1,155,16,109,712,23,23,13,31,1,0
5.447944,1,1,1,73,21,127,46,11,11,3,13,0,0
3.721268,1,1,1,127,18,7,699,27,27,2,33,0,2
5.211546,1,1,1,127,18,7,166,29,29,16,9,1,0
3.219002,1,1,1,77,3,79,96,26,26,14,25,1,0
4.091977,1,1,1,0,16,245,365,6,6,4,14,1,0
-0.129379,1,1,1,127,18,213,580,22,22,16,30,0,0
-1.118995,1,1,1,110,18,183,586,22,22,16,30,1,0
5.119444,1,1,1,21,1,237,519,19,19,6,26,1,0
2.65678,1,1,1,107,6,35,304,29,29,16,9,0,0
1.69499,1,1,1,101,1,222,790,1,1,9,23,0,2
-0.548025,1,1,1,42,2,52,177,26,26,14,25,1,0
3.995819,1,1,1,171,19,143,54,3,3,1,6,1,0
6.862409,1,1,1,46,16,64,340,8,8,0,29,1,0
3.917196,1,1,1,147,16,243,365,6,6,4,14,1,0
-3.844452,1,1,1,114,15,174,322,21,21,12,28,1,0
3.15458,0,1,1,24,1,3,449,16,16,7,17,1,0
-4.368061,1,1,1,114,15,174,750,8,8,0,29,0,0
3.197681,1,1,1,123,10,187,448,25,25,8,20,0,2
-0.032834,1,1,1,23,1,197,517,19,19,6,26,1,0
3.330853,1,1,1,111,18,157,97,8,8,0,29,1,0
0.604804,1,1,1,109,18,216,508,19,19,6,26,1,0
4.461794,1,1,0,50,16,1,603,16,16,7,17,0,0
-4.624795,1,1,1,98,16,77,247,3,3,1,6,0,0
4.551147,1,1,1,32,5,182,156,17,17,7,19,0,0
-2.860871,1,1,1,17,7,81,301,21,21,12,28,1,0
3.928252,1,1,1,177,2,140,502,16,16,7,17,1,0
5.813916,1,1,1,121,17,239,788,9,9,11,10,0,0
-2.534338,1,1,1,84,12,40,428,21,21,12,28,1,0
1.668289,1,1,1,11,10,22,389,3,3,1,6,0,0
2.443605,1,1,1,18,16,62,175,27,27,2,33,0,0
3.585232,1,1,1,58,4,2,7,11,11,3,13,1,0
1.41278,1,1,1,183,18,13,98,29,29,16,9,1,2
3.382401,1,1,1,59,4,54,476,16,16,7,17,1,0
4.08697,1,1,1,140,16,128,286,5,5,9,23,1,2
3.09424,1,1,1,182,7,43,289,13,13,5,8,0,2
4.060645,1,1,1,84,12,40,458,16,16,7,17,0,1
2.702597,1,1,1,103,9,200,676,17,17,7,19,0,0
6.042846,1,0,1,99,17,94,721,11,11,3,13,0,0
-0.477547,1,1,1,17,7,81,78,23,23,13,31,0,0
3.593681,1,1,1,36,17,114,178,26,26,14,25,0,0
7.959543,1,1,1,10,10,122,505,16,16,7,17,0,0
4.131524,1,1,1,35,3,156,341,20,20,10,27,1,2
4.319938,1,1,1,7,18,226,685,10,10,0,12,1,0
3.733942,1,1,1,164,22,242,741,8,8,0,29,0,0
5.261644,1,1,1,89,16,177,209,3,3,1,6,1,0
2.521851,1,1,1,146,6,72,255,23,23,13,31,0,0
5.362042,1,1,1,123,10,187,481,19,19,6,26,1,0
4.752309,1,1,1,150,17,195,488,30,30,7,18,1,0
-3.810759,1,1,1,110,18,183,268,2,2,16,1,0,0
5.83755,1,1,1,18,7,83,516,19,19,6,26,1,0
-0.81761,1,1,0,12,15,28,310,20,20,10,27,1,2
3.922124,1,1,1,158,17,80,317,23,23,13,31,1,0
2.211241,1,1,1,124,20,31,495,25,25,8,20,1,0
3.562834,1,1,1,138,22,124,105,25,25,8,20,1,2
3.500386,1,1,1,103,9,200,121,6,6,4,14,0,0
5.427526,1,1,1,141,5,170,646,25,25,8,20,0,0
3.458841,1,1,1,92,17,93,107,25,25,8,20,1,2
5.292182,1,1,1,151,18,125,0,24,24,16,32,1,0
4.95889,1,1,1,134,18,56,689,29,29,16,9,0,0
-2.812505,1,1,1,148,16,65,670,26,26,14,25,0,0
2.240016,1,1,1,122,6,164,401,23,23,13,31,0,0
5.192086,1,1,1,176,2,240,520,19,19,6,26,1,0
2.583665,1,1,1,122,6,164,457,16,16,7,17,0,0
2.401145,1,1,1,25,1,152,18,7,7,9,0,1,2
5.288561,1,1,1,94,13,119,198,16,16,7,17,1,0
0.831999,1,1,1,104,20,199,410,14,14,11,10,0,0
1.244299,1,1,1,183,18,13,399,3,3,1,6,0,0
-1.776918,1,1,1,129,18,66,179,26,26,14,25,0,0
5.261269,1,1,1,91,17,188,113,26,26,14,25,0,0
2.896797,1,1,1,20,3,6,312,14,14,11,10,0,0
3.146102,1,1,1,52,4,194,443,25,25,8,20,0,2
4.165861,1,1,1,102,23,202,688,9,9,11,10,1,0
2.7409,0,1,1,52,4,73,528,6,6,4,14,1,1
1.125146,1,1,1,96,4,55,661,21,21,12,28,1,0
1.992671,1,1,1,86,16,38,572,20,20,10,27,1,2
2.675876,1,1,1,111,18,157,354,1,1,5,22,1,2
3.6299,1,1,1,175,16,229,238,2,2,16,1,0,0
5.045388,1,1,1,64,11,85,584,22,22,16,30,1,0
6.426134,1,1,1,118,17,99,162,16,16,7,17,0,0
5.532375,1,1,1,67,4,100,503,19,19,6,26,1,0
-0.610164,1,1,1,93,17,10,286,5,5,9,23,1,2
2.089246,1,1,1,164,22,9,577,22,22,16,30,0,0
6.062575,1,1,0,118,17,99,246,22,22,16,30,1,0
3.806206,1,1,1,32,5,182,374,16,16,7,17,0,0
3.544604,1,1,1,64,11,85,132,9,9,11,10,0,0
6.099934,1,1,1,47,19,133,729,4,4,16,7,0,0
5.158922,1,1,1,41,2,175,556,22,22,16,30,0,0
3.544181,0,1,1,5,18,115,127,9,9,11,10,0,0
3.143241,1,1,1,35,3,156,434,21,21,12,28,0,0
3.405523,1,1,1,147,16,243,392,4,4,16,7,0,0
6.1292,1,1,1,115,18,207,596,23,23,13,31,1,0
-2.078518,1,1,1,144,7,105,474,25,25,8,20,1,2
1.183141,1,1,1,109,18,216,574,10,10,0,12,0,0
3.132411,1,1,1,52,4,73,379,7,7,9,0,1,2
3.480859,1,1,1,123,10,210,523,16,16,7,17,1,2
-0.949265,0,1,1,77,3,79,41,7,7,9,0,1,2
3.724953,1,1,1,13,15,244,768,26,26,14,25,1,0
-0.32976,1,1,1,85,12,110,198,16,16,7,17,1,0
3.572766,1,1,1,86,16,38,618,11,11,3,13,0,0
2.57487,1,1,1,12,15,28,264,26,26,14,25,1,0
4.770027,1,1,1,16,16,30,682,21,21,12,28,0,0
2.625295,1,1,1,67,4,100,314,14,14,11,10,0,0
2.079627,1,1,1,11,10,228,709,7,7,9,0,1,2
4.235789,1,1,1,60,3,193,600,23,23,13,31,1,0
3.737845,1,1,1,91,17,118,120,10,10,0,12,0,0
5.622997,1,1,1,83,12,135,622,11,11,3,13,0,0
4.288637,1,1,1,120,20,12,181,9,9,11,10,0,0
-0.335567,1,1,1,2,17,68,353,16,16,7,17,1,0
6.274627,1,1,1,168,23,172,745,8,8,0,29,0,2
3.188247,1,1,1,71,7,180,647,25,25,8,20,0,0
-1.90753,1,1,1,114,15,174,422,19,19,6,26,1,0
4.696644,1,1,1,102,23,202,327,30,30,16,30,1,0
7.304146,1,1,1,48,7,215,313,17,17,7,19,0,0
-4.056579,1,1,1,142,19,45,368,6,6,4,14,1,0
-5.177211,1,1,1,42,2,51,708,7,7,9,0,1,2
1.948914,1,1,1,170,17,221,185,21,21,12,28,1,0
1.870263,1,1,1,131,18,25,315,10,10,0,12,0,0
-0.489645,1,1,1,148,16,65,181,9,9,11,10,0,0
6.556629,1,1,1,97,9,121,352,17,17,7,19,1,0
2.648087,1,1,1,31,5,120,471,25,25,8,20,0,0
-4.281278,1,1,1,114,15,174,572,20,20,10,27,1,2
3.482103,1,1,1,29,9,191,383,3,3,1,6,0,0
5.308287,1,1,1,5,18,115,579,22,22,16,30,0,0
6.416716,1,1,1,64,11,85,667,16,16,7,17,0,0
3.496341,1,1,1,101,1,222,199,16,16,7,17,1,0
2.833398,1,1,1,6,18,141,400,21,21,12,28,1,0
2.021996,1,1,1,11,10,227,359,24,24,16,32,1,0
3.52916,1,1,1,138,22,113,346,26,26,14,25,0,0
0.737244,1,1,1,63,9,230,197,16,16,7,17,1,0
2.093088,1,1,1,175,16,229,520,19,19,6,26,1,0
0.755897,1,1,1,75,3,236,299,13,13,5,8,1,2
5.314651,1,1,1,64,11,85,689,29,29,16,9,0,0
1.30182,1,1,1,13,15,244,206,3,3,1,6,1,0
2.175221,1,1,1,52,4,194,511,19,19,6,26,1,0
-0.145068,1,1,1,170,17,221,294,7,7,9,0,1,2
4.885655,1,1,1,151,18,125,7,11,11,3,13,1,0
3.133953,1,1,1,71,7,180,389,3,3,1,6,0,0
4.192941,1,1,1,64,11,85,285,13,13,5,8,1,2
-1.040156,1,1,1,79,19,212,219,3,3,1,6,0,0
7.130727,1,1,1,112,14,246,754,7,7,9,0,1,2
4.739961,1,1,1,140,16,128,368,6,6,4,14,1,0
4.403288,1,1,1,108,10,146,446,16,16,7,17,0,0
-0.425987,1,1,1,177,2,140,595,23,23,13,31,0,0
4.404991,1,1,1,178,16,97,220,29,29,16,9,0,0
7.007428,1,1,1,10,10,122,794,14,14,11,10,0,0
-1.216439,0,1,1,17,7,81,449,16,16,7,17,1,0
3.513255,1,1,1,100,4,89,589,22,22,16,30,1,0
5.247935,1,1,1,87,17,112,767,9,9,11,10,0,0
1.073361,1,1,1,30,5,106,420,25,25,8,20,1,2
2.359901,1,1,1,55,8,26,497,16,16,7,17,1,0
-4.229439,1,1,1,103,9,219,3,26,26,14,25,0,0
2.10729,1,1,1,149,6,96,642,11,11,3,13,1,0
3.93228,1,1,1,20,3,33,741,8,8,0,29,0,0
-3.092765,1,1,1,116,16,176,474,25,25,8,20,1,2
1.533952,1,1,1,122,6,164,678,20,20,10,27,1,2
2.635496,1,1,1,0,16,245,82,1,1,5,22,1,2
5.047743,1,1,1,69,20,167,106,25,25,8,20,1,2
-0.828644,0,1,0,129,18,66,777,26,26,14,25,0,0
3.521208,1,1,1,64,11,85,523,16,16,7,17,1,2
0.063254,1,1,1,177,2,140,398,29,29,16,9,0,0
4.523496,1,1,1,97,9,121,116,7,7,9,0,1,2
4.377323,1,1,1,90,17,117,75,28,28,15,34,0,0
2.442312,1,1,1,1,0,153,380,3,3,1,6,0,0
3.787511,1,1,1,18,16,62,452,16,16,7,17,1,0
-4.812533,1,1,1,117,14,67,180,14,14,11,10,0,0
5.969805,1,1,1,94,13,119,720,6,6,4,14,0,0
1.886636,1,1,1,51,10,150,287,5,5,9,23,1,2
0.142815,1,1,1,165,7,116,37,10,10,0,12,0,0
5.190894,1,1,1,83,12,135,470,17,17,7,19,0,0
2.189476,1,1,1,124,20,31,753,12,12,5,4,1,2
1.484645,1,1,0,125,17,203,283,7,7,9,0,0,2
2.98936,1,1,1,44,2,23,312,14,14,11,10,0,0
2.569043,1,1,0,176,2,240,603,16,16,7,17,0,0
5.834715,1,1,1,161,10,37,478,16,16,7,17,1,0
1.39134,1,1,1,2,17,68,630,27,27,2,33,0,0
3.975824,1,1,1,127,18,213,64,15,15,2,16,0,0
